nr,year,black,exper,hisp,hours,married,educ,union,lwage,expersq,occupation,id
2227,1986,0,9,0,2080,0,12,0,1.49458,81,7,132
2227,1987,0,10,0,2080,1,12,1,1.589145,100,5,132
2264,1980,1,2,0,2000,0,12,0,1.056437,4,6,133
2264,1981,1,3,0,2000,0,12,0,1.029619,9,6,133
2264,1982,1,4,0,1224,0,12,1,1.3814170000000001,16,6,133
2264,1983,1,5,0,2080,0,12,1,1.4377280000000001,25,6,133
2264,1984,1,6,0,2080,0,12,1,1.618008,36,6,133
2264,1985,1,7,0,2080,0,12,0,-0.5937816999999999,49,6,133
2264,1986,1,8,0,2080,1,12,0,1.640534,64,6,133
2264,1987,1,9,0,2080,1,12,1,1.6497700000000002,81,6,133
2306,1980,0,3,0,1700,0,9,0,1.6497389999999998,9,7,134
2306,1981,0,4,0,480,1,9,0,-0.40546509999999997,16,7,134
2306,1982,0,5,0,1650,1,9,0,1.0058049999999998,25,6,134
2306,1983,0,6,0,2305,1,9,0,1.152694,36,5,134
2306,1984,0,7,0,2195,1,9,0,1.421093,49,5,134
2306,1985,0,8,0,2080,1,9,1,1.273485,64,5,134
2306,1986,0,9,0,1920,1,9,0,1.23815,81,5,134
2306,1987,0,10,0,2080,1,9,0,1.7069279999999998,100,5,134
2312,1980,0,2,0,2117,1,13,0,1.637382,4,4,135
2312,1981,0,3,0,2150,1,13,0,1.719439,9,1,135
2312,1982,0,4,0,2080,1,13,0,1.9268919999999998,16,1,135
2312,1983,0,5,0,2290,1,13,0,1.992132,25,1,135
2312,1984,0,6,0,2340,0,13,0,2.176565,36,1,135
2312,1985,0,7,0,2555,0,13,0,2.071103,49,1,135
2312,1986,0,8,0,2280,0,13,0,2.4013009999999997,64,2,135
2312,1987,0,9,0,2080,0,13,0,2.342917,81,1,135
2314,1980,0,5,0,2080,0,12,0,2.035786,25,5,136
2314,1981,0,6,0,2440,0,12,0,1.9293810000000002,36,5,136
2314,1982,0,7,0,3040,0,12,0,1.8988,49,5,136
2314,1983,0,8,0,2080,1,12,0,2.088315,64,5,136
2314,1984,0,9,0,2080,1,12,1,2.023473,81,5,136
2314,1985,0,10,0,2080,1,12,1,2.011084,100,5,136
2314,1986,0,11,0,2080,1,12,1,2.074398,121,5,136
2314,1987,0,12,0,2080,1,12,1,2.0552349999999997,144,5,136
2329,1980,0,1,0,1370,1,14,0,1.379098,1,6,137
2329,1981,0,2,0,2058,1,14,0,1.7631720000000002,4,5,137
2329,1982,0,3,0,1644,1,14,0,2.108061,9,5,137
2329,1983,0,4,0,1990,1,14,0,1.8113849999999998,16,5,137
2329,1984,0,5,0,2080,1,14,0,1.7431709999999998,25,5,137
2329,1985,0,6,0,2080,1,14,0,1.947357,36,5,137
2329,1986,0,7,0,2500,1,14,0,2.137336,49,5,137
2329,1987,0,8,0,3081,1,14,0,1.8128959999999998,64,5,137
2335,1980,0,5,0,1845,0,12,0,1.567888,25,3,138
2335,1981,0,6,0,2060,0,12,0,1.539057,36,3,138
2335,1982,0,7,0,2080,0,12,0,1.285038,49,3,138
2335,1983,0,8,0,2080,0,12,0,1.4377280000000001,64,4,138
2335,1984,0,9,0,2040,0,12,0,1.762589,81,4,138
2335,1985,0,10,0,2080,0,12,0,1.5146469999999999,100,4,138
2335,1986,0,11,0,2080,0,12,0,1.49458,121,2,138
2335,1987,0,12,0,2080,1,12,0,1.3014629999999998,144,4,138
2341,1980,0,2,0,2298,0,11,0,0.9020412,4,3,139
2341,1981,0,3,0,2448,0,11,1,1.07881,9,4,139
2341,1982,0,4,0,1970,0,11,1,1.562516,16,4,139
2341,1983,0,5,0,1824,0,11,1,1.844167,25,4,139
2341,1984,0,6,0,1976,0,11,1,1.90569,36,4,139
2341,1985,0,7,0,1976,0,11,1,2.062377,49,4,139
2341,1986,0,8,0,1935,0,11,1,2.166461,64,4,139
2341,1987,0,9,0,1924,0,11,1,2.3602540000000003,81,4,139
2351,1980,1,2,0,2080,0,11,0,1.224856,4,7,140
2351,1981,1,3,0,1728,0,11,0,0.9346399,9,6,140
2351,1982,1,4,0,1992,0,11,0,1.1051229999999999,16,6,140
2351,1983,1,5,0,1556,0,11,0,1.440295,25,7,140
2351,1984,1,6,0,1880,0,11,0,1.208278,36,5,140
2351,1985,1,7,0,2080,0,11,0,0.9550315999999999,49,7,140
2351,1986,1,8,0,280,0,11,0,1.554003,64,6,140
2351,1987,1,9,0,2000,0,11,0,1.4948350000000001,81,5,140
2386,1980,0,2,1,1470,0,10,1,1.197268,4,4,141
2386,1981,0,3,1,1023,0,10,1,0.6295857,9,9,141
2386,1982,0,4,1,1753,0,10,0,0.5838036999999999,16,4,141
2386,1983,0,5,1,1490,0,10,0,0.9254099,25,4,141
2386,1984,0,6,1,2070,0,10,0,1.112002,36,4,141
2386,1985,0,7,1,1982,0,10,0,1.0756139999999998,49,4,141
2386,1986,0,8,1,2058,0,10,0,1.476225,64,4,141
2386,1987,0,9,1,2348,1,10,0,1.5285739999999999,81,2,141
2401,1980,0,5,0,2350,1,12,1,1.18669,25,7,142
2401,1981,0,6,0,1950,1,12,1,1.306252,36,5,142
2401,1982,0,7,0,1640,1,12,1,1.735641,49,6,142
2401,1983,0,8,0,2322,1,12,0,1.682248,64,6,142
2401,1984,0,9,0,2579,1,12,1,1.8729779999999998,81,5,142
2401,1985,0,10,0,2220,1,12,1,1.9059830000000002,100,6,142
2401,1986,0,11,0,1920,0,12,1,2.026608,121,6,142
2401,1987,0,12,0,2740,0,12,0,2.006702,144,5,142
2413,1980,0,4,0,2228,0,12,1,2.185739,16,4,143
2413,1981,0,5,0,2104,0,12,1,2.1900169999999997,25,2,143
2413,1982,0,6,0,2080,1,12,1,2.1892560000000003,36,5,143
2413,1983,0,7,0,2230,1,12,1,2.1020630000000002,49,4,143
2413,1984,0,8,0,2460,1,12,1,2.1433619999999998,64,4,143
2413,1985,0,9,0,2285,1,12,1,2.113796,81,4,143
2413,1986,0,10,0,2098,1,12,1,2.1791099999999997,100,7,143
2413,1987,0,11,0,2080,1,12,1,2.282292,121,4,143
2421,1980,0,3,0,2675,0,12,0,1.3787399999999999,9,8,144
2421,1981,0,4,0,3920,0,12,0,1.049822,16,8,144
2421,1982,0,5,0,3400,0,12,0,1.312425,25,8,144
2421,1983,0,6,0,3120,1,12,0,1.228378,36,8,144
2421,1984,0,7,0,3120,1,12,0,1.14355,49,8,144
2421,1985,0,8,0,3540,1,12,0,1.266993,64,8,144
2421,1986,0,9,0,4080,1,12,0,1.126232,81,8,144
2421,1987,0,10,0,4160,1,12,0,1.067848,100,8,144
2445,1980,0,4,0,1640,1,12,1,1.462528,16,7,145
2445,1981,0,5,0,1532,0,12,0,1.547507,25,6,145
2445,1982,0,6,0,2671,1,12,0,1.335058,36,4,145
2445,1983,0,7,0,3364,1,12,0,1.219329,49,2,145
2445,1984,0,8,0,1754,1,12,0,1.478322,64,2,145
2445,1985,0,9,0,2220,1,12,0,2.0212939999999997,81,6,145
2445,1986,0,10,0,2676,1,12,0,1.734704,100,6,145
2445,1987,0,11,0,3205,1,12,0,1.78541,121,6,145
2451,1980,0,2,0,2496,1,12,0,1.60215,4,2,146
2451,1981,0,3,0,2496,1,12,0,1.6347559999999999,9,2,146
2451,1982,0,4,0,2496,1,12,0,1.739294,16,2,146
2451,1983,0,5,0,2496,1,12,0,1.781121,25,2,146
2451,1984,0,6,0,2496,1,12,0,1.8050869999999999,36,2,146
2451,1985,0,7,0,2152,1,12,0,2.099657,49,2,146
2451,1986,0,8,0,2432,1,12,0,2.066472,64,2,146
2451,1987,0,9,0,2496,1,12,0,1.930072,81,2,146
2494,1980,0,4,0,1214,0,13,0,0.3398261,16,9,147
2494,1981,0,5,0,2080,1,13,0,0.7121954,25,9,147
2494,1982,0,6,0,1676,1,13,1,1.144321,36,5,147
2494,1983,0,7,0,2053,1,13,0,0.9807901,49,5,147
2494,1984,0,8,0,2570,1,13,1,1.588791,64,9,147
2494,1985,0,9,0,2405,1,13,1,1.82145,81,9,147
2494,1986,0,10,0,2135,1,13,1,1.964918,100,9,147
2494,1987,0,11,0,2440,1,13,1,1.9891310000000002,121,9,147
2508,1980,0,3,0,2080,0,13,0,1.918003,9,5,148
2508,1981,0,4,0,2080,1,13,0,1.847849,16,1,148
2508,1982,0,5,0,2080,1,13,0,1.973173,25,5,148
2508,1983,0,6,0,2080,1,13,0,2.101275,36,1,148
2508,1984,0,7,0,2080,1,13,0,2.045452,49,1,148
2508,1985,0,8,0,2080,1,13,0,2.1103389999999997,64,5,148
2508,1986,0,9,0,2300,1,13,0,2.087186,81,5,148
2508,1987,0,10,0,2235,1,13,0,2.0768880000000003,100,5,148
2535,1980,0,4,0,2318,1,12,1,1.711226,16,7,149
2535,1981,0,5,0,2476,1,12,1,1.6555939999999998,25,7,149
2535,1982,0,6,0,2128,1,12,0,1.680934,36,7,149
2535,1983,0,7,0,2080,1,12,0,1.562671,49,7,149
2535,1984,0,8,0,2080,1,12,0,1.641203,64,6,149
2535,1985,0,9,0,2080,1,12,0,1.53585,81,6,149
2535,1986,0,10,0,2080,1,12,1,1.5635729999999999,100,8,149
2535,1987,0,11,0,2145,1,12,0,1.618998,121,6,149
2540,1980,0,2,0,2399,0,10,0,0.9486405000000001,4,8,150
2540,1981,0,3,0,2201,0,10,0,1.0673860000000002,9,8,150
2540,1982,0,4,0,1995,0,10,1,1.275469,16,6,150
2540,1983,0,5,0,1940,0,10,0,1.219726,25,8,150
2540,1984,0,6,0,2520,0,10,0,1.069442,36,5,150
2540,1985,0,7,0,2530,1,10,0,1.244688,49,6,150
2540,1986,0,8,0,2600,1,10,0,1.030274,64,6,150
2540,1987,0,9,0,2260,1,10,0,1.44161,81,5,150
2685,1980,0,2,0,2080,0,13,0,1.8400419999999997,4,1,151
2685,1981,0,3,0,2080,0,13,0,1.7981490000000002,9,1,151
2685,1982,0,4,0,2120,0,13,0,2.0988990000000003,16,1,151
2685,1983,0,5,0,2080,0,13,0,2.267007,25,1,151
2685,1984,0,6,0,2080,0,13,0,2.369424,36,1,151
2685,1985,0,7,0,2080,0,13,0,2.396051,49,1,151
2685,1986,0,8,0,2080,0,13,0,2.452835,64,1,151
2685,1987,0,9,0,2080,0,13,0,2.577757,81,1,151
2711,1980,0,2,0,2288,1,12,1,1.219387,4,6,152
2711,1981,0,3,0,2848,1,12,0,1.295189,9,6,152
2711,1982,0,4,0,3457,0,12,1,1.039369,16,6,152
2711,1983,0,5,0,3110,0,12,0,1.115516,25,6,152
2711,1984,0,6,0,2751,0,12,1,1.2330510000000001,36,6,152
2711,1985,0,7,0,2080,1,12,0,1.3604969999999998,49,6,152
2711,1986,0,8,0,2080,0,12,0,1.570747,64,6,152
2711,1987,0,9,0,2080,0,12,1,1.589145,81,6,152
2718,1980,1,3,0,2080,1,11,1,2.141147,9,6,153
2718,1981,1,4,0,2408,1,11,1,2.156157,16,5,153
2718,1982,1,5,0,2192,0,11,1,2.262211,25,6,153
2718,1983,1,6,0,2080,0,11,1,2.285026,36,6,153
2718,1984,1,7,0,2080,0,11,1,2.436318,49,6,153
2718,1985,1,8,0,2080,0,11,1,2.309577,64,6,153
2718,1986,1,9,0,2080,0,11,1,2.35203,81,6,153
2718,1987,1,10,0,2080,0,11,1,2.313064,100,6,153
2721,1980,0,6,0,2080,1,9,0,1.54331,36,7,154
2721,1981,0,7,0,2080,1,9,0,1.562185,49,5,154
2721,1982,0,8,0,1840,1,9,1,1.502951,64,5,154
2721,1983,0,9,0,3176,1,9,0,0.880942,81,5,154
2721,1984,0,10,0,2220,1,9,1,0.2311127,100,7,154
2721,1985,0,11,0,2440,1,9,0,1.200867,121,6,154
2721,1986,0,12,0,2080,1,9,0,0.9096462,144,5,154
2721,1987,0,13,0,1650,1,9,0,1.020701,169,6,154
2733,1980,1,4,0,2080,0,12,0,0.7548524,16,6,155
2733,1981,1,5,0,2424,0,12,0,1.088662,25,6,155
2733,1982,1,6,0,2496,1,12,1,1.017159,36,6,155
2733,1983,1,7,0,2496,1,12,0,0.9897033000000002,49,6,155
2733,1984,1,8,0,2496,1,12,1,1.010018,64,6,155
2733,1985,1,9,0,2120,1,12,0,1.053766,81,6,155
2733,1986,1,10,0,2626,1,12,0,0.9250136999999998,100,6,155
2733,1987,1,11,0,3100,1,12,0,0.9024289000000001,121,6,155
2741,1980,0,5,0,2080,1,12,0,1.4480000000000002,25,6,156
2741,1981,0,6,0,2080,1,12,0,1.3470739999999999,36,6,156
2741,1982,0,7,0,2080,1,12,0,1.285038,49,6,156
2741,1983,0,8,0,2080,1,12,0,1.350717,64,6,156
2741,1984,0,9,0,2080,1,12,1,1.435686,81,6,156
2741,1985,0,10,0,2080,1,12,0,1.440539,100,6,156
2741,1986,0,11,0,2080,1,12,0,1.628111,121,6,156
2741,1987,0,12,0,2080,1,12,0,1.678757,144,6,156
2745,1980,0,3,0,1480,0,12,0,1.788325,9,2,157
2745,1981,0,4,0,2080,0,12,1,1.683546,16,7,157
2745,1982,0,5,0,2080,0,12,0,1.872825,25,4,157
2745,1983,0,6,0,2080,1,12,0,1.6608720000000001,36,4,157
2745,1984,0,7,0,2080,1,12,0,1.618008,49,4,157
2745,1985,0,8,0,2080,1,12,0,1.648179,64,4,157
2745,1986,0,9,0,2080,0,12,0,1.688736,81,4,157
2745,1987,0,10,0,2080,0,12,0,1.760996,100,4,157
2751,1980,1,4,0,2496,0,12,1,1.60215,16,5,158
2751,1981,1,5,0,2496,1,12,0,1.570217,25,5,158
2751,1982,1,6,0,2128,1,12,1,1.667689,36,5,158
2751,1983,1,7,0,2448,1,12,1,1.354867,49,5,158
2751,1984,1,8,0,2144,1,12,1,1.51871,64,5,158
2751,1985,1,9,0,2080,1,12,1,1.5146469999999999,81,6,158
2751,1986,1,10,0,2080,1,12,0,1.7458939999999998,100,5,158
2751,1987,1,11,0,2080,1,12,1,1.9520509999999998,121,5,158
2774,1980,0,3,0,2080,1,14,0,1.9786279999999998,9,5,159
2774,1981,0,4,0,2080,1,14,0,2.149075,16,5,159
2774,1982,0,5,0,1360,1,14,0,2.297708,25,5,159
2774,1983,0,6,0,680,1,14,0,2.085755,36,5,159
2774,1984,0,7,0,1728,1,14,0,2.186403,49,7,159
2774,1985,0,8,0,2080,1,14,0,2.011084,64,5,159
2774,1986,0,9,0,2080,1,14,0,2.033576,81,5,159
2774,1987,0,10,0,2080,1,14,0,1.9075990000000003,100,5,159
2801,1980,0,2,0,1313,0,10,1,1.109545,4,7,160
2801,1981,0,3,0,2220,1,10,0,1.281934,9,4,160
2801,1982,0,4,0,2575,1,10,0,1.253878,16,5,160
2801,1983,0,5,0,2060,0,10,0,1.265068,25,6,160
2801,1984,0,6,0,2080,0,10,0,1.261333,36,4,160
2801,1985,0,7,0,2174,1,10,0,1.273736,49,4,160
2801,1986,0,8,0,2100,1,10,0,1.371682,64,4,160
2801,1987,0,9,0,2150,1,10,1,1.524297,81,2,160
2813,1980,0,2,0,806,1,13,0,0.6240821,4,5,161
2813,1981,0,3,0,1586,1,13,0,1.261551,9,5,161
2813,1982,0,4,0,2215,1,13,0,1.6276190000000001,16,1,161
2813,1983,0,5,0,2378,1,13,0,1.62229,25,8,161
2813,1984,0,6,0,2352,1,13,0,1.6202729999999999,36,8,161
2813,1985,0,7,0,2466,1,13,0,1.595732,49,7,161
2813,1986,0,8,0,2496,1,13,0,1.7177229999999999,64,8,161
2813,1987,0,9,0,2741,1,13,0,1.631644,81,8,161
2833,1980,0,2,0,2470,1,12,0,1.8913349999999998,4,6,162
2833,1981,0,3,0,2340,1,12,0,1.788906,9,6,162
2833,1982,0,4,0,2340,1,12,0,1.8350849999999999,16,2,162
2833,1983,0,5,0,2199,1,12,0,1.887906,25,6,162
2833,1984,0,6,0,2316,1,12,0,1.8470060000000001,36,6,162
2833,1985,0,7,0,2340,1,12,0,1.888944,49,6,162
2833,1986,0,8,0,2130,1,12,0,1.922811,64,6,162
2833,1987,0,9,0,2240,1,12,0,1.833491,81,6,162
2839,1980,0,3,0,2080,0,13,0,1.5548790000000001,9,1,163
2839,1981,0,4,0,2080,0,13,0,1.6471779999999998,16,1,163
2839,1982,0,5,0,2080,0,13,0,1.686495,25,5,163
2839,1983,0,6,0,2080,0,13,0,1.6405330000000002,36,1,163
2839,1984,0,7,0,2080,0,13,0,1.7431709999999998,49,1,163
2839,1985,0,8,0,1960,0,13,0,2.026056,64,1,163
2839,1986,0,9,0,2080,0,13,0,1.946565,81,1,163
2839,1987,0,10,0,2080,0,13,0,1.973557,100,1,163
2842,1980,0,4,0,504,0,13,0,1.479252,16,9,164
2842,1981,0,5,0,2191,0,13,0,1.825712,25,4,164
2842,1982,0,6,0,2355,0,13,0,1.6914939999999998,36,1,164
2842,1983,0,7,0,2392,0,13,0,1.8087919999999997,49,1,164
2842,1984,0,8,0,2215,0,13,0,1.9825669999999997,64,1,164
2842,1985,0,9,0,1860,0,13,0,1.983114,81,4,164
2842,1986,0,10,0,2040,0,13,0,2.826184,100,2,164
2842,1987,0,11,0,2000,0,13,0,2.411125,121,3,164
2866,1980,0,3,0,2464,0,9,0,1.33685,9,6,165
2866,1981,0,4,0,2185,1,9,1,1.4943790000000001,16,6,165
2866,1982,0,5,0,2540,1,9,0,2.040754,25,5,165
2866,1983,0,6,0,2686,1,9,0,1.9929729999999999,36,6,165
2866,1984,0,7,0,3168,1,9,0,1.939213,49,5,165
2866,1985,0,8,0,3180,1,9,0,2.088663,64,5,165
2866,1986,0,9,0,2360,1,9,0,2.284577,81,2,165
2866,1987,0,10,0,3306,1,9,0,1.936704,100,7,165
2868,1980,0,3,0,759,0,13,1,2.293602,9,7,166
2868,1981,0,4,0,1855,0,13,0,1.5657370000000002,16,7,166
2868,1982,0,5,0,2209,0,13,0,1.8126529999999998,25,6,166
2868,1983,0,6,0,2296,1,13,0,1.898543,36,7,166
2868,1984,0,7,0,2395,1,13,0,2.007621,49,4,166
2868,1985,0,8,0,2218,1,13,0,2.143557,64,4,166
2868,1986,0,9,0,709,1,13,0,3.397526,81,2,166
2868,1987,0,10,0,2729,1,13,0,2.07135,100,3,166
2874,1980,0,4,1,727,0,9,0,0.3789327,16,7,167
2874,1981,0,5,1,1365,0,9,0,1.07514,25,3,167
2874,1982,0,6,1,1782,0,9,0,0.7465227,36,5,167
2874,1983,0,7,1,2184,0,9,0,1.206616,49,5,167
2874,1984,0,8,1,2222,0,9,0,1.185724,64,5,167
2874,1985,0,9,1,2236,0,9,0,1.327397,81,6,167
2874,1986,0,10,1,2198,0,9,0,1.198238,100,7,167
2874,1987,0,11,1,1744,0,9,0,1.408657,121,5,167
2916,1980,0,2,0,650,0,12,0,1.184034,4,6,168
2916,1981,0,3,0,1291,0,12,0,1.718664,9,4,168
2916,1982,0,4,0,2040,0,12,0,1.696498,16,4,168
2916,1983,0,5,0,2080,0,12,0,1.7254099999999999,25,4,168
2916,1984,0,6,0,1630,0,12,0,1.975124,36,4,168
2916,1985,0,7,0,922,0,12,0,0.9419309000000001,49,4,168
2916,1986,0,8,0,2080,0,12,0,1.420472,64,4,168
2916,1987,0,9,0,1915,0,12,0,1.6464779999999999,81,2,168
2951,1980,1,6,0,1660,0,9,0,1.1627239999999999,36,6,169
2951,1981,1,7,0,1920,0,9,0,1.203973,49,2,169
2951,1982,1,8,0,2296,0,9,0,1.080877,64,6,169
2951,1983,1,9,0,2508,0,9,0,0.8325664,81,4,169
2951,1984,1,10,0,2144,0,9,0,1.182237,100,7,169
2951,1985,1,11,0,2080,0,9,0,1.3604969999999998,121,6,169
2951,1986,1,12,0,1875,0,9,0,1.357177,144,6,169
2951,1987,1,13,0,2080,0,9,0,1.381506,169,7,169
2980,1980,0,2,0,1120,1,15,0,1.666561,4,1,170
2980,1981,0,3,0,1890,1,15,0,1.337504,9,1,170
2980,1982,0,4,0,1620,1,15,0,1.3724610000000002,16,1,170
2980,1983,0,5,0,1356,1,15,0,1.577875,25,1,170
2980,1984,0,6,0,1996,1,15,0,1.114503,36,1,170
2980,1985,0,7,0,1800,1,15,0,1.708019,49,1,170
2980,1986,0,8,0,2790,1,15,0,1.800527,64,1,170
2980,1987,0,9,0,2600,1,15,0,1.960709,81,1,170
2994,1980,0,3,0,3120,0,12,0,1.304899,9,5,171
2994,1981,0,4,0,1930,0,12,0,1.316561,16,5,171
2994,1982,0,5,0,2395,1,12,0,1.7318099999999998,25,2,171
2994,1983,0,6,0,3000,1,12,0,1.531016,36,4,171
2994,1984,0,7,0,2460,1,12,0,1.920218,49,5,171
2994,1985,0,8,0,3485,1,12,0,1.578366,64,2,171
2994,1986,0,9,0,3410,1,12,0,2.050057,81,2,171
2994,1987,0,10,0,2910,1,12,0,1.946507,100,4,171
2997,1980,0,3,0,2400,0,12,0,1.400209,9,5,172
2997,1981,0,4,0,2345,0,12,0,1.625932,16,5,172
2997,1982,0,5,0,2031,0,12,0,1.907714,25,5,172
2997,1983,0,6,0,2481,0,12,0,1.7050509999999999,36,2,172
2997,1984,0,7,0,2496,0,12,0,1.8186790000000002,49,5,172
2997,1985,0,8,0,2582,1,12,0,1.772909,64,5,172
2997,1986,0,9,0,2600,1,12,0,1.7234209999999999,81,5,172
2997,1987,0,10,0,2600,1,12,0,2.043401,100,5,172
3017,1980,0,1,0,2265,0,14,1,1.4581030000000001,1,7,173
3017,1981,0,2,0,2202,1,14,1,1.7600790000000002,4,4,173
3017,1982,0,3,0,2514,1,14,1,1.788678,9,4,173
3017,1983,0,4,0,2436,1,14,1,2.052928,16,3,173
3017,1984,0,5,0,1835,1,14,0,2.4364779999999997,25,1,173
3017,1985,0,6,0,1485,1,14,0,2.901423,36,1,173
3017,1986,0,7,0,3045,1,14,0,3.07957,49,1,173
3017,1987,0,8,0,3000,1,14,0,2.624699,64,1,173
3037,1980,0,4,0,2080,0,12,1,2.0685759999999997,16,4,174
3037,1981,0,5,0,2080,1,12,1,2.158004,25,4,174
3037,1982,0,6,0,2080,1,12,1,2.201329,36,4,174
3037,1983,0,7,0,2080,1,12,1,2.092654,49,4,174
3037,1984,0,8,0,2000,1,12,1,2.475539,64,4,174
3037,1985,0,9,0,2429,1,12,1,2.216986,81,4,174
3037,1986,0,10,0,2264,1,12,1,2.267265,100,4,174
3037,1987,0,11,0,2156,1,12,1,2.277177,121,4,174
3059,1980,0,5,0,2470,0,12,1,1.863936,25,7,175
3059,1981,0,6,0,2858,0,12,1,1.617106,36,7,175
3059,1982,0,7,0,1976,0,12,1,1.86696,49,7,175
3059,1983,0,8,0,2456,0,12,1,1.782387,64,5,175
3059,1984,0,9,0,2266,1,12,1,1.868832,81,7,175
3059,1985,0,10,0,2449,1,12,1,1.803321,100,7,175
3059,1986,0,11,0,2880,1,12,1,1.6655939999999998,121,7,175
3059,1987,0,12,0,2860,1,12,1,1.716979,144,5,175
3062,1980,0,2,0,2080,0,15,0,2.141147,4,1,176
3062,1981,0,3,0,2080,0,15,0,2.201489,9,1,176
3062,1982,0,4,0,2080,0,15,0,2.181126,16,1,176
3062,1983,0,5,0,2080,0,15,0,2.267007,25,1,176
3062,1984,0,6,0,2080,0,15,0,2.421503,36,3,176
3062,1985,0,7,0,2080,0,15,0,2.4309380000000003,49,2,176
3062,1986,0,8,0,2000,0,15,0,2.583623,64,2,176
3062,1987,0,9,0,2080,0,15,0,2.649536,81,3,176
3100,1980,0,4,0,2080,1,12,0,1.515658,16,1,177
3100,1981,0,5,0,2512,1,12,0,1.2937670000000001,25,4,177
3100,1982,0,6,0,3064,1,12,0,1.367689,36,4,177
3100,1983,0,7,0,2458,1,12,0,1.6762130000000002,49,4,177
3100,1984,0,8,0,2080,1,12,1,1.975542,64,9,177
3100,1985,0,9,0,2080,1,12,1,2.133687,81,9,177
3100,1986,0,10,0,2080,1,12,1,2.113619,100,9,177
3100,1987,0,11,0,2080,1,12,1,2.183852,121,9,177
3102,1980,0,1,0,490,0,12,0,0.5911323,1,9,178
3102,1981,0,2,0,2410,0,12,0,0.6889892,4,7,178
3102,1982,0,3,0,3224,0,12,0,0.8467833,9,1,178
3102,1983,0,4,0,2658,0,12,0,1.1925219999999999,16,1,178
3102,1984,0,5,0,2940,0,12,0,0.9618111999999999,25,1,178
3102,1985,0,6,0,3064,0,12,0,0.8861319,36,7,178
3102,1986,0,7,0,2436,0,12,0,1.000118,49,9,178
3102,1987,0,8,0,1364,0,12,0,1.723409,64,9,178
3127,1980,0,2,0,1364,0,10,0,0.4836515,4,6,179
3127,1981,0,3,0,1552,0,10,0,0.0304592,9,6,179
3127,1982,0,4,0,1890,0,10,0,0.6876821999999999,16,6,179
3127,1983,0,5,0,2080,0,10,0,0.675588,25,6,179
3127,1984,0,6,0,2198,0,10,0,0.6465371999999999,36,6,179
3127,1985,0,7,0,2080,0,10,0,0.9550315999999999,49,4,179
3127,1986,0,8,0,2080,0,10,0,1.5635729999999999,64,6,179
3127,1987,0,9,0,2080,1,10,0,1.3014629999999998,81,3,179
3136,1980,0,3,0,2080,0,12,1,1.630321,9,9,180
3136,1981,0,4,0,2080,0,12,1,1.9348599999999998,16,9,180
3136,1982,0,5,0,2080,0,12,1,1.9268919999999998,25,9,180
3136,1983,0,6,0,2080,0,12,1,1.62005,36,5,180
3136,1984,0,7,0,2080,0,12,1,2.045452,49,4,180
3136,1985,0,8,0,2080,0,12,1,2.133687,64,9,180
3136,1986,0,9,0,2080,0,12,1,1.946565,81,7,180
3136,1987,0,10,0,2080,0,12,1,2.035432,100,7,180
3137,1980,0,2,0,1224,0,14,0,1.978243,4,3,181
3137,1981,0,3,0,2378,0,14,0,1.7438099999999999,9,2,181
3137,1982,0,4,0,2184,0,14,0,1.929395,16,2,181
3137,1983,0,5,0,2184,0,14,0,2.061032,25,2,181
3137,1984,0,6,0,1816,1,14,0,2.264565,36,2,181
3137,1985,0,7,0,2080,0,14,0,2.152735,49,2,181
3137,1986,0,8,0,2080,0,14,0,2.28951,64,2,181
3137,1987,0,9,0,2080,0,14,0,2.313064,81,3,181
3138,1980,0,4,0,1960,0,12,1,1.602733,16,6,182
3138,1981,0,5,0,2040,0,12,1,2.199401,25,7,182
3138,1982,0,6,0,1355,0,12,1,1.608244,36,7,182
3138,1983,0,7,0,1840,0,12,0,1.378009,49,7,182
3138,1984,0,8,0,2080,0,12,1,1.854397,64,7,182
3138,1985,0,9,0,2080,0,12,0,1.5146469999999999,81,7,182
3138,1986,0,10,0,1760,0,12,0,1.661634,100,5,182
3138,1987,0,11,0,1600,0,12,1,2.3747580000000004,121,7,182
3140,1980,0,3,0,2080,0,13,0,1.740221,9,4,183
3140,1981,0,4,0,2168,0,13,0,1.8537580000000002,16,4,183
3140,1982,0,5,0,2301,1,13,0,1.926,25,4,183
3140,1983,0,6,0,2150,1,13,0,2.010764,36,1,183
3140,1984,0,7,0,2280,1,13,0,2.016823,49,2,183
3140,1985,0,8,0,2304,1,13,0,2.046675,64,4,183
3140,1986,0,9,0,2436,1,13,0,2.238492,81,1,183
3140,1987,0,10,0,2562,1,13,0,2.245722,100,2,183
3193,1980,0,2,0,1876,0,11,0,0.9163473,4,9,184
3193,1981,0,3,0,1878,0,11,0,1.449234,9,9,184
3193,1982,0,4,0,2080,0,11,0,1.9268919999999998,16,5,184
3193,1983,0,5,0,2080,0,11,0,2.043864,25,5,184
3193,1984,0,6,0,2080,0,11,0,2.148636,36,5,184
3193,1985,0,7,0,2080,1,11,0,2.171427,49,5,184
3193,1986,0,8,0,2080,1,11,0,2.239913,64,1,184
3193,1987,0,9,0,2080,1,11,0,2.282292,81,1,184
3196,1980,0,3,0,2080,0,12,1,1.9786279999999998,9,2,185
3196,1981,0,4,0,2080,0,12,1,1.9348599999999998,16,2,185
3196,1982,0,5,0,2440,0,12,1,1.818555,25,4,185
3196,1983,0,6,0,2080,0,12,1,1.943541,36,7,185
